image_id,class
data/test_images\Forest_55.jpg,Forest
data/test_images\Forest_560.jpg,Forest
data/test_images\Forest_57.jpg,Forest
data/test_images\Forest_572.jpg,Forest
data/test_images\Forest_588.jpg,Forest
data/test_images\Forest_593.jpg,Forest
data/test_images\Forest_613.jpg,Forest
data/test_images\Forest_616.jpg,Forest
data/test_images\Forest_620.jpg,Forest
data/test_images\Forest_624.jpg,Forest
data/test_images\Forest_625.jpg,Forest
data/test_images\Forest_64.jpg,Forest
data/test_images\Forest_640.jpg,Forest
data/test_images\Forest_653.jpg,Forest
data/test_images\Forest_662.jpg,Forest
data/test_images\Forest_680.jpg,Forest
data/test_images\Forest_686.jpg,Forest
data/test_images\Forest_70.jpg,Forest
data/test_images\Forest_703.jpg,Forest
data/test_images\Forest_720.jpg,Forest
data/test_images\Forest_727.jpg,Forest
data/test_images\Forest_74.jpg,Forest
data/test_images\Forest_744.jpg,Forest
data/test_images\Forest_760.jpg,Forest
data/test_images\Forest_762.jpg,Forest
data/test_images\Forest_788.jpg,Forest
data/test_images\Forest_799.jpg,Forest
data/test_images\Forest_80.jpg,Forest
data/test_images\Forest_814.jpg,Forest
data/test_images\Forest_817.jpg,Forest
data/test_images\Forest_823.jpg,Forest
data/test_images\Forest_828.jpg,Forest
data/test_images\Forest_846.jpg,Forest
data/test_images\Forest_874.jpg,Forest
data/test_images\Forest_875.jpg,Forest
data/test_images\Forest_881.jpg,Forest
data/test_images\Forest_893.jpg,Forest
data/test_images\Forest_938.jpg,Forest
data/test_images\Forest_942.jpg,Forest
data/test_images\Forest_944.jpg,Forest
data/test_images\Forest_955.jpg,Forest
data/test_images\Forest_981.jpg,Forest
data/test_images\HerbaceousVegetation_1002.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1011.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1014.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1020.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1022.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1033.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1045.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1050.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1054.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1057.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1073.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1087.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1110.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1118.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1123.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1148.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1151.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1156.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1176.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1178.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1184.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1188.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_119.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1213.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1223.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1226.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1281.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1283.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_129.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1293.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_130.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1312.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1317.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1319.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1323.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1325.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1329.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1338.jpg,Forest
data/test_images\HerbaceousVegetation_1351.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1364.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1365.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1368.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1371.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1396.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1425.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1427.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1445.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1448.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1449.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_147.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1472.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1485.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1488.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_149.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1492.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1493.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1500.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1526.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1528.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1530.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1535.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1554.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1563.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1574.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1577.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1579.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1583.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1585.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1596.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1598.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1599.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1634.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1640.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1642.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1669.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1673.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1683.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1686.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1693.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_17.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1700.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1716.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1721.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1734.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1741.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1781.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1785.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1789.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1792.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1806.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1807.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1813.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1814.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1819.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1836.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1849.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1857.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_186.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1884.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1910.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1928.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1933.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1953.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_196.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1965.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1969.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1972.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1977.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1979.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_1998.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2001.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2003.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2005.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2011.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2029.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2035.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2046.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2066.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2070.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2076.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2082.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2086.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2112.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2116.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2133.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2146.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2167.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_218.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2181.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2191.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2208.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2215.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2230.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2237.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2244.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2256.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2258.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2278.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_228.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2286.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2292.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_230.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2308.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2340.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2352.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2369.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2373.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2379.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2407.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2437.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2444.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2454.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2462.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_247.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2470.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2475.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2483.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2489.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2514.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2516.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_252.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2526.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2536.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2538.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2546.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2552.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2559.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2566.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_258.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2584.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_259.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2609.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2616.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2628.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2644.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2654.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2659.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2673.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2678.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2688.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2696.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2700.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2702.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2718.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2754.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2761.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2770.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2791.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_28.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2802.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2804.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2812.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_284.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2841.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2845.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2856.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2867.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2898.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2906.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2909.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2912.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2915.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2917.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2918.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2936.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2943.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2947.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2966.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2971.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2979.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2990.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_2997.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_300.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_317.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_318.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_32.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_321.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_323.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_328.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_337.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_346.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_349.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_359.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_363.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_371.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_377.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_381.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_386.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_395.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_397.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_40.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_407.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_414.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_420.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_421.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_431.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_458.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_459.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_461.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_464.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_469.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_472.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_50.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_511.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_516.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_521.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_534.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_537.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_540.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_544.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_546.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_549.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_557.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_563.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_568.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_582.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_590.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_606.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_622.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_633.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_636.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_642.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_652.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_658.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_659.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_662.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_663.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_666.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_68.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_682.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_685.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_690.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_695.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_699.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_70.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_701.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_721.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_745.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_757.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_769.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_77.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_807.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_808.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_822.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_826.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_850.jpg,PermanentCrop
data/test_images\HerbaceousVegetation_852.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_854.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_855.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_875.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_889.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_901.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_911.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_92.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_942.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_952.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_956.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_960.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_983.jpg,HerbaceousVegetation
data/test_images\HerbaceousVegetation_99.jpg,HerbaceousVegetation
data/test_images\Pasture_1001.jpg,Pasture
data/test_images\Pasture_101.jpg,Pasture
data/test_images\Pasture_1018.jpg,Pasture
data/test_images\Pasture_1025.jpg,Pasture
data/test_images\Pasture_1033.jpg,Pasture
data/test_images\Pasture_1059.jpg,Pasture
data/test_images\Pasture_1095.jpg,Pasture
data/test_images\Pasture_1101.jpg,Pasture
data/test_images\Pasture_1104.jpg,Pasture
data/test_images\Pasture_1105.jpg,Pasture
data/test_images\Pasture_1113.jpg,Pasture
data/test_images\Pasture_1118.jpg,Pasture
data/test_images\Pasture_1126.jpg,Pasture
data/test_images\Pasture_1128.jpg,HerbaceousVegetation
data/test_images\Pasture_114.jpg,Pasture
data/test_images\Pasture_1144.jpg,Pasture
data/test_images\Pasture_1162.jpg,Pasture
data/test_images\Pasture_1166.jpg,Pasture
data/test_images\Pasture_1167.jpg,Pasture
data/test_images\Pasture_1171.jpg,Pasture
data/test_images\Pasture_1221.jpg,Pasture
data/test_images\Pasture_1225.jpg,Pasture
data/test_images\Pasture_124.jpg,Pasture
data/test_images\Pasture_1246.jpg,Pasture
data/test_images\Pasture_1247.jpg,Pasture
data/test_images\Pasture_1254.jpg,Pasture
data/test_images\Pasture_1255.jpg,Pasture
data/test_images\Pasture_1264.jpg,Pasture
data/test_images\Pasture_1277.jpg,Pasture
data/test_images\Pasture_1282.jpg,Pasture
data/test_images\Pasture_1296.jpg,Pasture
data/test_images\Pasture_1328.jpg,Pasture
data/test_images\Pasture_1330.jpg,Pasture
data/test_images\Pasture_1335.jpg,Pasture
data/test_images\Pasture_134.jpg,Pasture
data/test_images\Pasture_1362.jpg,Pasture
data/test_images\Pasture_1377.jpg,Pasture
data/test_images\Pasture_139.jpg,Pasture
data/test_images\Pasture_1394.jpg,Pasture
data/test_images\Pasture_1396.jpg,Pasture
data/test_images\Pasture_14.jpg,Pasture
data/test_images\Pasture_1407.jpg,Pasture
data/test_images\Pasture_141.jpg,Pasture
data/test_images\Pasture_1410.jpg,Pasture
data/test_images\Pasture_1476.jpg,Pasture
data/test_images\Pasture_1477.jpg,Pasture
data/test_images\Pasture_1478.jpg,Pasture
data/test_images\Pasture_1492.jpg,Pasture
data/test_images\Pasture_150.jpg,Pasture
data/test_images\Pasture_151.jpg,HerbaceousVegetation
data/test_images\Pasture_1523.jpg,Pasture
data/test_images\Pasture_1535.jpg,Pasture
data/test_images\Pasture_154.jpg,Pasture
data/test_images\Pasture_1542.jpg,Pasture
data/test_images\Pasture_1567.jpg,Pasture
data/test_images\Pasture_1578.jpg,Pasture
data/test_images\Pasture_16.jpg,Pasture
data/test_images\Pasture_160.jpg,Pasture
data/test_images\Pasture_1600.jpg,Pasture
data/test_images\Pasture_1620.jpg,Pasture
data/test_images\Pasture_1623.jpg,Pasture
data/test_images\Pasture_1628.jpg,Pasture
data/test_images\Pasture_1636.jpg,Pasture
data/test_images\Pasture_1640.jpg,Pasture
data/test_images\Pasture_1654.jpg,Pasture
data/test_images\Pasture_1658.jpg,Pasture
data/test_images\Pasture_166.jpg,Pasture
data/test_images\Pasture_1676.jpg,Pasture
data/test_images\Pasture_1684.jpg,Pasture
data/test_images\Pasture_169.jpg,Pasture
data/test_images\Pasture_1704.jpg,Pasture
data/test_images\Pasture_1710.jpg,Pasture
data/test_images\Pasture_1712.jpg,Pasture
data/test_images\Pasture_1714.jpg,Pasture
data/test_images\Pasture_1726.jpg,Pasture
data/test_images\Pasture_1745.jpg,Pasture
data/test_images\Pasture_1750.jpg,HerbaceousVegetation
data/test_images\Pasture_1752.jpg,Pasture
data/test_images\Pasture_178.jpg,Pasture
data/test_images\Pasture_1788.jpg,Pasture
data/test_images\Pasture_179.jpg,Pasture
data/test_images\Pasture_1790.jpg,Pasture
data/test_images\Pasture_1793.jpg,Pasture
data/test_images\Pasture_1801.jpg,Pasture
data/test_images\Pasture_1802.jpg,Pasture
data/test_images\Pasture_1804.jpg,Pasture
data/test_images\Pasture_1805.jpg,Pasture
data/test_images\Pasture_1814.jpg,Pasture
data/test_images\Pasture_1817.jpg,Pasture
data/test_images\Pasture_1825.jpg,Pasture
data/test_images\Pasture_1831.jpg,Pasture
data/test_images\Pasture_1848.jpg,Pasture
data/test_images\Pasture_1851.jpg,Pasture
data/test_images\Pasture_1861.jpg,Pasture
data/test_images\Pasture_1862.jpg,Pasture
data/test_images\Pasture_1864.jpg,Pasture
data/test_images\Pasture_1876.jpg,Pasture
data/test_images\Pasture_1888.jpg,Pasture
data/test_images\Pasture_189.jpg,Pasture
data/test_images\Pasture_191.jpg,Pasture
data/test_images\Pasture_1912.jpg,Pasture
data/test_images\Pasture_1917.jpg,Pasture
data/test_images\Pasture_1919.jpg,Pasture
data/test_images\Pasture_1929.jpg,Pasture
data/test_images\Pasture_1930.jpg,Pasture
data/test_images\Pasture_1935.jpg,Pasture
data/test_images\Pasture_1936.jpg,Pasture
data/test_images\Pasture_1964.jpg,Pasture
data/test_images\Pasture_1983.jpg,Pasture
data/test_images\Pasture_1988.jpg,Pasture
data/test_images\Pasture_1995.jpg,Pasture
data/test_images\Pasture_211.jpg,Pasture
data/test_images\Pasture_221.jpg,Pasture
data/test_images\Pasture_23.jpg,Pasture
data/test_images\Pasture_231.jpg,Pasture
data/test_images\Pasture_238.jpg,Pasture
data/test_images\Pasture_247.jpg,Pasture
data/test_images\Pasture_254.jpg,Pasture
data/test_images\Pasture_262.jpg,Pasture
data/test_images\Pasture_269.jpg,Pasture
